team_a_rank,team_b_rank,team_a_form,team_b_form,is_home_a,h2h_wins_a,injured_a,injured_b,attack_a,defense_a,attack_b,defense_b,goals_scored_last5_a,goals_conceded_last5_a,goals_scored_last5_b,goals_conceded_last5_b,weather_favorable_a,match_date,crowd_size,referee_experience,match_outcome
53,40,0.2521921506980921,0.09892133787759443,0,2,1.0,1,91.09499699650257,57.60443641959113,95.0,61.009867601753875,7,4,9,2,0,2023-01-13,13415,10,1
21,62,-0.8584916002454605,0.04825625697431936,1,3,0.0,0,56.27022760312015,84.07735008527672,73.21639268232124,54.27083943887209,7,2,7,8,1,2023-01-14,12812,11,0
24,50,0.31509094321570386,1.2402802769283487,1,2,3.0,1,67.09045364909979,82.91700413531517,57.99315100289782,66.21080687055378,6,4,4,9,1,2023-01-15,32931,8,2
41,42,1.237710696149668,1.2951133058467754,0,4,0.0,1,70.58258983763152,95.0,73.68207538264004,95.0,4,5,6,6,1,2023-01-16,27452,6,1
34,59,-0.33413323884336144,0.005665584415509767,1,4,1.0,0,80.50381067321112,70.44940605301089,55.15713754166327,69.85349184421898,7,6,9,7,1,2023-01-17,49233,10,1
54,39,0.15256924874093414,-0.22769657636087406,0,5,2.0,1,87.65285587353662,62.105346037606225,84.83316958351884,53.3172035443049,5,5,6,5,0,2023-01-18,29900,10,2
36,59,0.206708916010856,0.5167464322875994,1,4,2.0,0,76.20209202693096,73.24524269829477,69.26264812749827,86.90976936369589,8,4,9,2,1,2023-01-19,43978,11,0
28,53,-0.28466455043527067,1.0632013200515105,1,4,1.0,4,79.86281554222225,89.21075572166501,76.26869839986276,45.1180568862335,7,5,8,3,1,2023-01-20,31844,13,2
71,41,0.6769012376943577,0.5524368099775481,1,2,0.0,0,40.0,90.93672183210174,50.18075061108132,78.44917462512815,11,8,6,5,1,2023-01-21,21890,12,1
46,57,-0.6800656312549874,-0.43154580339070847,0,5,0.0,0,85.99712250955244,54.91821957205479,55.60820727669872,58.378560480078995,7,3,5,5,0,2023-01-22,41075,11,2
51,58,1.332645518695934,-0.6122538617073229,1,4,1.0,1,73.69672722664481,64.52447498234112,47.92669407098297,95.0,7,11,6,10,0,2023-01-23,7290,5,2
28,67,0.6262055616322454,-1.1106037184657245,1,4,1.0,0,67.99177064175035,71.42532219870766,83.73098886520094,92.05044094696777,7,8,4,7,0,2023-01-24,39257,8,0
41,64,-0.9367686006728946,0.19348684759525261,0,3,0.0,1,74.41123407895198,60.82105413951337,60.12903755529527,76.57766311530868,6,5,6,8,0,2023-01-25,21302,9,0
51,57,1.6980096848862534,0.6231200983196872,0,3,3.0,0,72.49453360340007,63.67415183233266,67.59804350843683,86.1686042349983,5,6,7,6,1,2023-01-26,16236,11,0
32,33,0.16810146126159542,0.7348451931294571,1,1,0.0,0,78.2245899264592,66.10051864461899,92.49183836070763,63.55872762246902,5,6,5,9,0,2023-01-27,31385,5,0
55,86,,1.1517603697548982,1,7,4.0,0,54.69569088967004,91.8857722714872,64.45538984017516,95.0,11,6,1,4,1,2023-01-28,29310,10,0
40,28,1.1045545249911912,1.4803096006619325,1,3,3.0,0,67.37155698088341,60.84513000746364,81.25249789700247,95.0,9,9,6,8,1,2023-01-29,31210,5,0
45,64,0.49467151944802507,-1.3749656476773362,0,2,1.0,4,54.96436953225686,92.63222790233674,65.91154968418991,68.01538535991055,3,3,8,6,1,2023-01-30,40690,14,2
40,56,-1.7719597042340383,0.40476243343132756,0,4,2.0,0,80.00345316827098,69.31041997125841,84.57161638547603,57.80739857333867,5,4,5,3,0,2023-01-31,29970,9,0
77,32,-0.5256603172438536,0.43925948938067555,1,3,2.0,1,78.11007630931991,65.84981656412148,64.41750640571846,40.0,6,3,5,3,0,2023-02-01,37112,11,2
49,48,0.2790973372215437,-0.0739464084180024,0,2,2.0,2,63.20211987526276,72.97991085973925,86.93920939940645,77.79654094150821,2,5,8,3,0,2023-02-02,27064,11,0
34,48,-2.1595666776426587,-0.8283445699442776,0,2,3.0,1,45.77998486428213,56.155424829145474,88.09755785920909,55.40069604132506,9,7,8,7,0,2023-02-03,14964,6,0
62,69,0.08507008538739401,1.4446298347367703,1,5,1.0,1,40.51459612575195,63.94293008403574,49.89901166663317,83.70592343899412,3,5,5,7,1,2023-02-04,22321,11,0
31,39,0.15797937270525989,-0.5886005110474349,0,7,0.0,1,77.20404336534082,76.26577537902006,79.65446064959302,76.20467918451635,5,2,4,9,0,2023-02-05,16856,5,2
53,46,-1.1834918823758225,-2.1925688594329387,0,2,2.0,1,79.59414341109287,47.20394546329452,89.26322393748862,41.77732725683115,6,2,5,2,0,2023-02-06,21546,5,1
20,14,0.2706448862599635,0.020072285110234334,0,6,1.0,1,63.68914026349203,55.162173684577766,64.37992384776369,83.71445065809918,3,10,5,2,1,2023-02-07,17531,8,2
30,76,0.007463839125033536,-0.23786366688575908,0,8,1.0,0,59.31477547635191,88.1609208899448,58.767257757507124,54.768129425872,7,2,10,2,0,2023-02-08,36734,14,1
52,33,-1.1912941058850146,1.8576972728134695,1,5,1.0,1,,56.305770073410244,48.11025506866642,68.66081941987837,5,12,3,8,1,2023-02-09,26176,9,2
61,54,0.9195605468628252,0.4896939541937503,1,5,1.0,0,40.0,70.73937900914973,73.78888934983442,85.25590428008202,7,7,8,6,0,2023-02-10,38363,10,0
52,48,0.837853794767805,-0.3052627468312322,1,3,,3,90.01628822725554,55.32573949684209,66.7952511932814,95.0,4,3,9,8,1,2023-02-11,27603,10,1
48,48,-0.28973708685236127,-0.19685509039307414,0,3,0.0,1,64.57788061890508,95.0,68.2523148277987,87.22646841354803,6,7,6,2,1,2023-02-12,35979,8,1
45,62,-0.19858132339182377,-0.20840350783775094,1,2,1.0,1,77.00881979066325,93.00329841237914,68.04942375087525,76.04047283481411,9,5,10,8,1,2023-02-13,20891,7,2
27,75,0.7262639375953454,2.2171333745633834,1,1,1.0,0,77.75221574115533,61.79353491761221,77.63480750882967,60.042875985778835,5,4,12,3,1,2023-02-14,6655,4,0
39,53,-0.20066314311180655,0.675483868137844,1,3,2.0,1,56.50465747481117,83.61905826351443,78.94195463056353,77.23588839803969,10,2,7,5,0,2023-02-15,39189,14,0
43,59,-1.9309082005201545,-1.4071601722740106,1,3,1.0,2,64.48234334945084,62.21371302309695,95.0,84.7387833469325,0,3,0,7,0,2023-02-16,28814,11,0
65,54,0.48693655739992736,-0.24443994810098513,0,4,1.0,3,90.99190547689648,88.38296680402146,80.51822033532689,61.26736607309728,10,4,5,9,1,2023-02-17,41512,12,2
55,65,,-0.023632448000508566,1,5,0.0,0,,72.62116495596061,90.74946972468567,56.58273115965619,9,3,4,4,0,2023-02-18,20990,13,2
23,43,-0.3898430544175937,-1.1075682034642687,0,5,2.0,0,70.74734005240435,56.97385655407699,70.22353992413012,57.02627262977583,4,4,4,3,1,2023-02-19,30954,4,2
54,66,1.4578705679514758,-1.7829554572470898,0,2,0.0,0,75.89548192835592,83.91419704135298,76.95053366180923,68.24365321047841,4,4,5,6,1,2023-02-20,33938,6,2
44,66,-0.13397847400879806,0.5955633817868445,0,1,1.0,1,85.74568192324243,78.54274395483351,67.7923966470068,73.4509533107723,7,7,10,5,1,2023-02-21,37262,9,2
39,66,0.001734935873873215,-0.8046329957379039,0,8,1.0,2,82.15932278318883,63.855167538908866,61.85916859964077,68.78786788743115,2,6,6,3,1,2023-02-22,37433,15,2
59,40,0.5096672754635975,1.2487716185599818,1,5,0.0,1,52.78669875006544,53.9143090919008,77.49890211890366,72.78384006971075,12,5,3,8,1,2023-02-23,31591,10,2
65,47,0.5053339438740322,0.008194432607834298,1,0,1.0,1,80.14516238186253,67.57136834024105,72.74498344293966,51.1921838017968,6,6,6,4,1,2023-02-24,39286,14,2
63,53,-0.9191977673777834,-0.47426882026173545,1,5,0.0,1,58.01151255397126,70.05024734988206,44.63474911800242,64.5636224200093,6,3,4,4,1,2023-02-25,34134,8,2
37,29,-0.06029851553437441,-2.4167336501455954,1,2,3.0,1,60.5935110887583,58.2219093354833,86.70701117789994,69.94351816713284,8,4,9,8,1,2023-02-26,36224,12,2
45,73,0.036152527925827134,1.2223178496279319,1,5,0.0,1,54.32696649160593,54.00393990538106,47.11315564525813,63.60824392231576,13,7,10,5,1,2023-02-27,16444,8,0
54,49,0.27202689662882695,0.2935268326453018,1,2,,3,72.0874428019539,66.5104744127282,67.80110762611119,69.28880610966429,4,5,4,9,1,2023-02-28,20392,9,2
64,54,0.28922194091661935,-0.44819471881736234,0,4,1.0,0,66.47495520526017,40.1046624064339,66.0417391829728,51.47860561412577,6,4,5,5,0,2023-03-01,30486,6,1
42,41,2.5874412287774575,-0.8902913875802025,1,4,2.0,0,,73.03992942001445,60.48687014324459,57.27907425478914,8,7,9,9,1,2023-03-02,24140,11,2
47,30,-1.1758597705872447,1.599091209031255,1,1,0.0,0,92.24898573728501,65.35978949202794,57.749337842062836,40.0,6,6,4,4,0,2023-03-03,31229,14,2
33,40,0.9800916201979563,-1.064219700672856,1,5,1.0,1,60.8702302842257,46.48629666729428,70.66092291943144,58.6862787454224,1,5,6,8,1,2023-03-04,30198,9,2
32,53,1.183375805833059,-0.36864745830265205,1,2,1.0,0,52.72060272317707,57.94199341650911,70.70460163720666,84.08213427048108,4,5,7,8,1,2023-03-05,16714,8,0
62,60,0.4927839739235272,0.569745102057063,0,2,1.0,0,64.91728973619054,69.29880684825322,67.94154535117534,61.95716661639372,6,7,4,1,1,2023-03-06,24494,9,2
70,52,-0.6503153948730749,1.450766640023374,0,2,1.0,2,76.35334036156084,60.22788882413688,49.75696536898268,78.46867994934624,7,2,8,5,1,2023-03-07,46734,11,2
48,55,1.6646680302676264,-0.2163197070377801,0,1,1.0,0,68.14221800201557,67.06659415666905,62.177618982495005,59.26218038889794,5,8,3,5,1,2023-03-08,24555,14,2
65,44,-2.191982864740198,-0.7348169742325424,0,1,2.0,2,79.37763969843954,80.19810008791572,64.16387042229944,95.0,11,6,12,6,0,2023-03-09,19230,14,2
55,57,-0.6832666972178264,-0.10673920855531842,1,9,1.0,1,42.662781224304084,63.71462340648225,60.46939678227343,76.86961431409097,4,9,8,6,0,2023-03-10,35433,8,0
40,72,1.1716821972228113,0.9044706629573361,1,2,1.0,2,90.08034148988632,87.74575279513935,83.91678484616759,95.0,9,1,7,4,0,2023-03-11,26099,10,1
55,60,-0.3701116034225179,1.1293948852632025,0,3,2.0,1,95.0,66.01316672929174,48.56469457395718,72.40340328081419,4,5,1,9,1,2023-03-12,35971,10,2
73,62,1.5964645248001856,-1.3751591490453814,0,2,1.0,1,43.43327599938074,78.18056995724783,63.50916318177404,75.47463586260287,8,2,6,6,1,2023-03-13,11750,8,2
49,54,-1.5118047446784004,0.11494012037700962,1,6,0.0,1,79.32343277802545,82.4099270665194,49.867513837713105,75.9286068060336,5,4,6,3,0,2023-03-14,24104,7,2
73,27,-1.112101893948008,-1.4342654089613989,0,5,0.0,0,72.12320771935053,60.65149652136685,54.365656841030884,48.778234440878705,5,2,6,13,1,2023-03-15,26034,9,2
10,34,-0.5316381701269749,0.8842171709772725,0,2,1.0,2,,94.6488198510626,68.59963818396784,86.4787362875106,9,3,9,8,1,2023-03-16,20855,10,0
62,56,0.4173992775365288,0.42238390058315284,0,3,0.0,0,40.0,71.58028921592644,82.45342931738881,84.95211346754607,3,4,5,4,1,2023-03-17,37037,5,0
51,49,-0.22202015038002296,-0.9211856309507295,0,8,1.0,0,40.0,50.2348620065749,91.3563230937359,95.0,12,3,5,3,1,2023-03-18,43194,4,0
45,56,-0.49039925256242106,1.534145570051164,1,6,0.0,0,69.69559505133913,56.33211073310183,61.7518424317208,67.86727830555462,5,1,3,4,1,2023-03-19,27285,6,1
51,75,1.420396431098524,0.3350134800073874,1,3,2.0,2,60.14887974028608,57.72231031230285,40.0,73.16039776042933,5,9,4,6,0,2023-03-20,26914,15,2
20,60,1.5134449753891508,0.22519248046662854,1,0,2.0,0,61.031441517439426,65.07233046381764,83.14985073795084,71.41828623964051,4,9,11,4,1,2023-03-21,25934,13,0
46,68,-0.4143797657075555,-0.17911148234595953,0,3,0.0,1,75.23070041706896,63.86993522267055,89.03499357590964,86.10089540268135,10,2,14,5,1,2023-03-22,30041,7,0
55,51,-1.7097678073296625,-0.008037934334656716,1,2,0.0,0,88.30039376987882,46.167814402879486,51.556277195838426,51.397461502093265,9,6,3,6,1,2023-03-23,32432,16,2
72,37,-2.1574838291873797,-0.38148250142278806,0,1,3.0,0,52.98381481437343,70.65529191068974,76.75003283797508,54.163593829062414,8,3,6,1,0,2023-03-24,43720,12,0
42,49,0.23929011478035628,-0.7412084962162536,0,3,0.0,3,,88.97995828153051,72.60235222480773,89.47937955433682,3,2,8,4,0,2023-03-25,37730,10,2
37,37,0.6559556222187976,1.2291305876053937,0,2,0.0,0,58.06227128546041,78.54281619570695,55.77744517616112,70.73648271134003,6,3,7,8,1,2023-03-26,23540,11,2
42,73,0.06299778557854581,-0.49274258966568213,0,6,2.0,2,72.39451246308533,83.73250027850509,40.0,47.20899223784983,5,8,4,3,0,2023-03-27,19741,9,2
63,61,-0.07090810708075847,-0.5264080377317222,0,2,0.0,1,65.94681461671605,54.31530168406035,58.04497245907803,65.66352457060266,7,3,4,2,0,2023-03-28,23995,11,2
54,57,-0.8045426146940825,-0.12929409014888252,1,2,0.0,4,78.91874466703676,57.582400813210576,56.39673559382512,70.80405414339462,3,8,6,5,0,2023-03-29,31714,9,2
42,68,0.6549797939138383,1.4245144808548083,0,7,1.0,1,47.826369047592195,55.2135998703677,47.13565322803663,68.96032171680342,5,3,4,3,1,2023-03-30,48290,11,1
57,19,1.67818537889891,1.131165893697313,0,4,0.0,2,79.89564362983081,77.60979540746479,70.36885177949061,69.31319982836303,6,4,4,3,0,2023-03-31,23912,10,2
51,58,-2.216877677335556,-0.3948483695674869,1,4,1.0,0,57.57937122652896,43.5022966398898,46.006838031314366,80.10892769854118,7,4,5,7,1,2023-04-01,36532,3,0
64,30,-0.07750118878771532,1.2267854255586774,1,3,3.0,1,54.86723621419291,91.7103860231841,75.96011064616134,57.90730563314885,2,4,5,6,1,2023-04-02,37378,7,2
39,49,-0.9703483494136004,0.10812017042833884,0,3,0.0,0,63.07322528930851,44.64561740395534,95.0,78.94562182129525,5,5,5,6,1,2023-04-03,34672,9,0
45,45,-1.4904659940538516,-0.8434252680080352,1,4,0.0,0,89.53122323988121,40.0,77.12737062197084,71.63205411629535,7,9,6,4,1,2023-04-04,15274,9,1
44,59,-1.129975870784416,-0.4761293480034064,1,4,0.0,2,72.4534057903884,49.65074796949809,95.0,49.835654869979564,6,5,7,7,1,2023-04-05,14243,6,0
28,53,0.3796728556844046,1.3732538692837277,0,3,2.0,1,,62.721692483964105,90.95320657859828,60.43707761378178,5,5,7,5,0,2023-04-06,39235,6,0
54,70,0.404962197591166,2.082845263569113,1,4,0.0,3,84.23604005989415,43.29259982179124,56.94492981748773,78.74489931163795,3,7,7,5,1,2023-04-07,31436,13,0
53,40,1.4602877611748,0.3198167587532024,0,1,0.0,1,40.0,41.548015067824046,77.41001450837749,66.12989455733151,3,5,3,7,1,2023-04-08,25859,6,0
50,60,0.008781547145461293,-0.5665371616830188,1,3,0.0,0,50.602056891421995,81.70057105663057,83.04672436018663,69.24209203262566,5,5,6,3,1,2023-04-09,30352,7,0
46,52,-1.7582216298695785,-0.12491746767394656,0,3,0.0,2,67.5415929492022,59.90254187659498,52.28887591656829,71.80290708070848,7,2,4,0,1,2023-04-10,26952,13,2
28,25,-0.23816954237597165,-0.7624441819389206,0,5,2.0,0,81.22004977414542,46.96789050076357,52.387170582046394,72.42972085181285,8,6,9,5,0,2023-04-11,21209,10,2
43,36,-1.3863790722157838,-0.6167633789232494,0,4,0.0,0,75.56757963490917,64.94198703457653,86.15675509295852,91.39805466953062,4,3,7,7,1,2023-04-12,36710,11,0
44,47,-1.206795886422005,-0.7150477977968192,1,3,2.0,3,74.55567663113116,55.36009624289769,40.0,89.6447659326774,2,6,5,4,1,2023-04-13,21580,8,2
37,66,0.5805590584064954,-0.07934374749865712,0,1,2.0,0,72.02089617928931,76.58488384480268,79.15453374437998,49.81759505791959,6,2,3,9,0,2023-04-14,27222,13,1
47,56,0.19418090559442003,0.12068103645792679,1,3,1.0,1,95.0,75.13873119134779,74.59000326318989,78.18864245906039,6,5,4,3,1,2023-04-15,26839,10,2
56,32,0.5875655954353307,-0.14816114068178932,1,7,0.0,3,87.97895076275563,81.48477249405389,92.90932548082084,77.2418308162357,6,10,5,8,0,2023-04-16,31376,9,2
78,47,-0.357492847271728,-0.22132293452157079,1,2,0.0,2,71.31651341529843,82.46902309687465,91.65507562514546,65.48726361033984,5,3,8,8,0,2023-04-17,34727,11,2
52,80,,0.7604916235056935,0,1,0.0,0,75.0784306054909,53.01849483305527,66.76281939333201,51.82228372540924,4,3,12,9,1,2023-04-18,46217,6,0
53,51,-0.41340289829011123,-0.22920892492544667,0,3,1.0,1,73.86558713136549,52.750676621673264,48.14255002862326,72.7539736190611,14,10,7,5,1,2023-04-19,26821,8,2
48,45,1.1166828327422471,-0.1650158106337345,0,3,2.0,1,40.0,62.89751772003185,76.66414941109994,59.12415919562791,3,2,6,4,1,2023-04-20,23405,9,0
21,57,0.3446389394715425,-0.17656027102610614,1,3,,1,55.46071975995483,57.783183690884144,65.11541909675307,40.0,5,4,7,4,0,2023-04-21,42663,8,1
49,61,-0.20699687048461748,1.5432877329512689,0,5,1.0,2,67.75146714836497,57.450869544349686,51.06825552572103,95.0,1,7,8,5,0,2023-04-22,50240,6,0
50,43,0.21209304417609687,-0.49121462482574696,1,3,1.0,0,84.47537730650863,57.563767423907976,67.36519565047598,65.02805143778525,4,4,6,2,0,2023-04-23,44469,7,2
86,57,-0.017860700974917706,0.5962961069415348,0,3,1.0,2,74.68393314080686,59.52684784473784,68.7413683465243,42.13574615647668,5,7,7,14,0,2023-04-24,38768,3,2
47,45,1.596106515312923,-0.7483776939374609,1,1,3.0,1,78.85246114620111,70.0719270597023,52.6670445500966,57.36288229290097,6,4,6,4,0,2023-04-25,29269,11,2
54,60,0.24543762257878912,0.34994483142526267,0,7,1.0,1,56.34943445778171,82.3299798020514,58.76940335847252,76.53019102181625,4,6,5,5,1,2023-04-26,45835,7,2
49,52,-0.001612672394508496,0.5462331917883374,1,2,1.0,0,63.532961183931256,84.87870029244691,82.99098392308113,62.06998780842094,5,7,6,2,0,2023-04-27,33995,8,2
32,57,-0.2384908570507993,1.0842592868027388,1,0,1.0,1,43.05041636561123,56.123401024853536,73.71115681736065,83.83683325873847,5,3,6,3,0,2023-04-28,38555,2,0
67,38,0.843184219245011,-0.38426816929256485,1,2,2.0,0,79.89311146493031,86.0162970011702,40.0,95.0,5,4,5,5,1,2023-04-29,33775,11,2
61,37,0.7079133390535047,-1.1139625648251814,1,2,2.0,1,61.73713477596061,91.92448047105083,95.0,92.85122792579948,9,6,4,4,1,2023-04-30,22278,14,2
61,64,-0.27384163031262815,-0.7839853232605749,1,0,0.0,0,55.6904045864401,46.71842794002919,62.4364950318108,86.5344067004866,5,4,5,4,1,2023-05-01,37049,8,0
36,48,-1.1556415146228087,0.9645415731366714,1,2,5.0,1,74.66261527283515,82.1615227174477,77.52243855573077,53.632235416730396,3,6,5,4,0,2023-05-02,22092,7,2
71,54,-0.9019681383783537,2.0817516124866726,1,3,1.0,0,87.46338861310088,68.27786144223967,93.09115534610491,85.29411877763144,4,3,8,5,0,2023-05-03,14084,11,0
28,45,-0.18416253954219608,0.8344534120127188,1,4,2.0,1,80.08042623124217,46.914021128472484,66.22147323318735,84.18029202553488,4,4,3,1,1,2023-05-04,29671,7,1
58,63,1.348927506119083,-1.2621394297883517,1,4,2.0,3,71.39998002743113,74.377237047476,82.04990091089758,71.97098671552664,6,6,6,10,0,2023-05-05,24654,11,1
82,40,-0.25017662924691386,0.8006528811128376,1,8,0.0,1,54.14930292225424,86.86878168266614,51.61161586512296,48.4453338328928,6,4,4,6,0,2023-05-06,27189,11,2
35,47,-0.5941236099655645,-0.9437910910215415,1,2,0.0,2,69.66932898190994,72.96226744814787,40.0,52.23966360390237,8,6,5,4,0,2023-05-07,30841,10,2
41,61,-1.7607193132486463,-0.3491426171312394,1,2,0.0,3,74.80912890274534,63.525937615077254,80.13415784646263,75.3292462198938,5,4,8,5,1,2023-05-08,32889,6,0
51,67,1.5135414356022965,0.18723107686529408,0,5,4.0,3,62.47927308595013,69.52559396236326,76.89350194282018,58.39449459708684,5,7,4,6,0,2023-05-09,16731,7,2
42,42,0.56902814598146,0.3553688554709645,1,4,3.0,3,80.59963075144623,95.0,67.22249184302756,62.72129212378651,3,5,5,12,1,2023-05-10,15329,6,0
26,79,0.7960099700058577,0.06544209467121667,0,2,0.0,1,55.199938235436385,68.98461353538106,55.074980068379475,65.27907854584295,2,7,4,4,1,2023-05-11,34740,16,0
51,54,0.9616880519293749,-0.601112147049588,1,2,2.0,2,51.26456530096474,71.34471818565243,59.80715144208965,65.29312837527343,5,4,7,5,1,2023-05-12,20996,8,2
34,34,-0.16473022875896323,1.0599582646743342,1,5,1.0,1,57.66216557543132,60.53598654944713,42.95596838346452,79.13723709147168,4,4,5,9,1,2023-05-13,29648,9,1
57,55,0.08459063374753534,-0.5275664048972599,1,3,0.0,0,60.157461326736176,90.9428745219137,50.325756799023296,70.1809354316269,5,6,7,5,0,2023-05-14,27051,9,2
36,44,1.4886019419519942,1.254512745361989,1,0,1.0,1,75.9998776661878,46.61015583201662,53.38833509367704,65.39186992939014,5,6,5,1,1,2023-05-15,28797,14,2
73,56,0.17958088931913696,-1.3593798907896668,1,3,0.0,1,90.0161093955021,82.50989075302934,54.70082384229122,58.672442347505864,8,4,6,7,1,2023-05-16,31118,11,2
38,49,0.5875252900639945,0.2155303419444229,0,4,1.0,0,83.85893833914274,47.80482294619431,65.12434185929091,55.279618763872215,6,4,7,4,1,2023-05-17,9293,5,2
45,51,0.8705507172005115,-1.226150963231532,1,7,2.0,0,59.74017461598751,74.78615704308461,95.0,68.9165518124961,3,6,7,4,1,2023-05-18,38222,14,2
62,36,0.6429313324226437,-0.8340826319926368,0,0,1.0,2,58.22639767349755,63.27045958097993,66.00657322438151,57.4055643985296,4,5,8,7,0,2023-05-19,34950,11,2
31,64,-0.12816917026649377,-0.513012208933418,1,3,1.0,3,59.36361826995129,51.00554962294026,43.8043157362603,74.48436764067112,9,7,5,3,1,2023-05-20,37458,11,2
53,32,-0.03388384281391958,1.5206054547309742,1,5,1.0,0,62.216571451341785,92.93931672642005,63.836590061116034,57.74857841374559,5,6,9,8,1,2023-05-21,34116,16,2
69,33,0.7776404379759422,1.308024666102327,0,2,0.0,2,83.47987692963046,68.29117713935167,60.2201319542729,78.49820611222282,2,6,0,9,0,2023-05-22,23786,8,2
25,55,0.7760028599347263,0.8742487625571962,1,1,2.0,2,88.97166984121266,44.032988895936654,79.21150677179234,63.67755846365753,6,5,5,10,0,2023-05-23,31479,3,0
52,74,1.1682325990194617,0.03328575021686556,0,4,2.0,1,88.75656169136835,67.08052650323074,86.4991353534482,63.54544889130466,5,6,7,9,1,2023-05-24,5000,10,1
53,44,0.5510969833098386,0.18805894937134307,0,3,1.0,0,79.09912561704594,40.0,83.65974305314276,58.33411361925148,10,5,7,9,0,2023-05-25,36900,12,1
61,60,0.5966056135920548,1.2664791618313562,0,3,0.0,0,76.01108693328928,58.52103640735591,75.19974702425954,57.131027479426265,5,5,5,6,0,2023-05-26,42024,9,1
31,66,-0.44623336678444686,0.7013052862067984,1,4,1.0,1,,83.84400374957394,66.22655160211093,72.23975824685785,6,6,10,5,0,2023-05-27,24060,12,1
30,62,-0.5811495110719016,0.0180084233707566,1,0,2.0,1,69.94946478803502,62.809481264302576,74.5040226334068,85.27847180980349,9,5,4,3,0,2023-05-28,48346,14,0
57,45,0.7806306743514945,1.4866715800162802,1,1,1.0,0,68.80008038312162,51.904165390195345,66.85762315009117,95.0,9,4,5,8,1,2023-05-29,31599,11,2
54,33,-0.574185068016375,0.8145295361635145,0,5,0.0,1,72.66156404202506,60.96019220237902,65.74066102856732,71.42009128805798,6,4,11,4,1,2023-05-30,34165,9,1
53,16,-0.020701003116861988,0.24241986583901803,0,2,1.0,0,60.28195640806623,78.65077397624096,85.02631772274314,70.93419269029522,1,9,9,6,0,2023-05-31,38843,9,2
55,46,1.3790232409712908,-0.4589767802484813,1,3,0.0,0,79.72585538487932,82.64317881784665,69.85880682471371,62.102925989627195,8,4,1,11,0,2023-06-01,33707,11,2
39,67,1.220570292345089,-0.5492422532930129,0,6,3.0,0,56.22500388550771,67.78543711694196,76.8081593392894,78.29989023790148,3,1,4,4,0,2023-06-02,22139,3,1
53,33,0.3017888307971837,-0.33617535520027964,1,3,2.0,0,66.43779353797599,59.957555392708166,52.70200907668291,77.4962523513849,7,2,7,7,1,2023-06-03,28381,14,2
54,60,-0.2961395798337102,0.4569908857619854,1,6,0.0,0,94.73667469026644,73.24475107278222,95.0,59.98463027684165,10,5,4,5,1,2023-06-04,40249,13,2
39,35,-0.12337891034350469,0.8357828159328066,0,3,2.0,2,89.32428080800226,54.11150330160698,69.53606853235388,76.04193307898666,6,5,6,6,0,2023-06-05,15687,10,2
77,51,0.8676601410556147,-1.4442918455510363,0,4,1.0,0,75.06423446301545,76.6519707257131,74.29629655742691,47.59737403334939,11,5,6,7,0,2023-06-06,30320,11,2
